"","logFC","logCPM","PValue","FDR"
"YDR088C",-1.31914717208921,6.02175482922969,1.26002176151405e-22,1.30341761588788e-21
"YML008C",0.414151137073641,8.64287377201857,1.27354471035182e-22,1.31510716424987e-21
"YGR232W",-1.06855145988811,6.61415925607696,1.40803759182617e-22,1.45145617261942e-21
"YLL060C",-1.13682248903144,6.09678412480036,1.50988527993781e-22,1.55373760024209e-21
"YFR031C",-1.07643663468824,6.223349486617,1.57139748294639e-22,1.6142289768392e-21
"YBR159W",-0.616576571482807,7.71906692831171,1.81028894040123e-22,1.8564089532676e-21
"YLR167W",0.131953289786259,12.0521846596244,1.92771483421288e-22,1.9734063449892e-21
"YOR061W",-0.638331018392893,7.64310191169931,1.94609411736987e-22,1.98878046502202e-21
"YOR330C",-0.891440459269717,6.79845155799505,1.99139063106515e-22,2.03156178689871e-21
"YHR158C",-0.939743964188726,6.8285757655186,2.38666755847593e-22,2.43062167702274e-21
"YBR105C",-0.896965059079388,6.74936487308796,2.48402206958897e-22,2.52542243741545e-21
"YPL243W",-0.813509699789382,7.06488951167982,3.32161141513747e-22,3.37117920126387e-21
"YIL122W",-1.24761480245788,5.83199649673149,3.42393486926131e-22,3.46907921599644e-21
"YHR199C",-0.712492693942042,7.5135417930973,3.87537471144046e-22,3.91975934488773e-21
"YOR123C",-0.636384507644986,7.54239747252477,3.9468785111552e-22,3.98526965025688e-21
"YNL101W",-1.0040077253614,6.35395422088961,4.02054916043513e-22,4.05274095098716e-21
"YGR035C",2.47425041125639,4.60349679968897,4.20242600023157e-22,4.22886983730786e-21
"YOR086C",-0.488228669258318,8.31908593820914,4.21922176245685e-22,4.2385628469367e-21
"YLR049C",-1.52545949445401,5.41944812690609,4.8743311415429e-22,4.8883758244931e-21
"YLR137W",-1.34160524955083,5.86401272434789,5.02329643536699e-22,5.02924619425829e-21
"YGR026W",-0.700525287440188,7.27641260592988,5.10340124032455e-22,5.10081505726357e-21
"YBR073W",-0.87541804768974,6.84057912225329,5.45403950567634e-22,5.44208292665884e-21
"YOR289W",-1.27236985102923,5.7780387201646,5.74482142725135e-22,5.7225771691997e-21
"YGR284C",-0.76111803944236,7.08375059987191,5.94617294052615e-22,5.91319416623416e-21
"YER178W",-0.330572462454647,9.35151621792151,6.62395631743293e-22,6.57616602856555e-21
"YBL015W",-0.704619861122314,7.27919354731244,7.36479927296989e-22,7.2994166328581e-21
"YDR076W",-1.96218809283819,4.81124406292319,7.65252655615234e-22,7.57190629310258e-21
"YFR040W",-0.590993150022296,7.72107706384399,8.50474635608102e-22,8.40109919681659e-21
"YHR028C",-0.621362066382484,7.72862090649593,8.54167745515487e-22,8.42351758369189e-21
"YGR146C",-0.95106205607462,6.71698972247387,8.78304854281172e-22,8.64713780828901e-21
"YKL037W",-1.89540419224918,5.0121142160217,9.02697101717765e-22,8.8725228419668e-21
"YGR027W-B",1.96827946231176,8.05270237678852,9.73442671789433e-22,9.55200711273313e-21
"YMR044W",-0.99376353140687,6.37084648068631,1.10064516171775e-21,1.07823136123906e-20
"YBL030C",-0.389711391822426,8.88361517449229,1.28611959463532e-21,1.25784622172846e-20
"YJL155C",-0.88725107985903,6.95447585884113,1.30152918468851e-21,1.27081653231055e-20
"YHR007C",0.377350795783579,8.84978474976218,1.3040339231903e-21,1.27116453435206e-20
"YDR037W",0.317785312906674,9.53205629853755,1.36708286240917e-21,1.33043245014393e-20
"YLR117C",-1.13848892713719,6.03311653811154,1.44887064159559e-21,1.40771224734336e-20
"YDR259C",-1.9442832185118,4.97164729502404,1.49415555753481e-21,1.44933089080876e-20
"YHR163W",0.732501204951708,6.91724265537989,1.55618524968192e-21,1.50702915259704e-20
"YGR056W",-1.04363078067751,6.21253502571631,2.36315449059881e-21,2.28476881060019e-20
"YNR021W",-0.642552575121553,7.51704953251756,2.40055993840802e-21,2.31714733369661e-20
"YDR002W",-0.392647474893397,8.87010435297016,2.77973569071871e-21,2.67877786351509e-20
"YIR042C",-1.84097869810258,5.07169179967584,2.80741624594956e-21,2.70105397191602e-20
"YMR119W",-0.775420973594635,6.98194629079177,2.83320777503212e-21,2.72144324754303e-20
"YOR019W",-1.13739004725785,5.98985772875913,2.85965923303284e-21,2.74239930013863e-20
"YBL101C",0.665711834122273,7.20810200302268,2.95046445664031e-21,2.82490261973151e-20
"YOR198C",-0.49772113788622,8.14512459853464,3.00076164365984e-21,2.86841787488454e-20
"YOR377W",-1.05396242954329,6.49299224684344,3.00820620341258e-21,2.87089614606326e-20
"YAL054C",-1.28169762475737,5.95620430189866,3.13520541943832e-21,2.98728026840846e-20
"YBR244W",1.76182487440016,4.5224720118486,3.21953449222243e-21,3.06269864798716e-20
"YPR072W",-0.827873191983616,7.15982545093214,3.23340620142783e-21,3.0709573826402e-20
"YDR003W",-1.10127436868869,6.36781503920757,4.04339241612764e-21,3.83409502022873e-20
"YGR097W",-0.476702867590846,8.27893788233176,4.05650041251154e-21,3.84037007053293e-20
"YML071C",-0.940410924143429,6.45940380922109,4.4613664127171e-21,4.21691774186056e-20
"YOR178C",1.05021385475022,6.08005571907623,5.14832682004022e-21,4.85847684117671e-20
"YBL087C",0.303064307664667,9.52547431212993,5.6299576357647e-21,5.30453174057639e-20
"YGR124W",0.282416800987853,9.77518943280005,5.99792384576615e-21,5.64224410101722e-20
"YJR085C",-0.664610475157314,7.71861881609873,6.03233826987491e-21,5.66561040362696e-20
"YMR075W",-1.53961723976947,5.59551329973891,6.89284228071341e-21,6.46354164421256e-20
"YNL283C",-0.59540988516417,7.64837953726283,7.35032557384692e-21,6.87247356712029e-20
"YNL180C",-0.819036504665885,6.93705177431055,7.3521645563413e-21,6.87247356712029e-20
"YMR200W",-0.648584949139364,7.57804223857119,7.59247701893611e-21,7.08591270048028e-20
"YDL004W",-0.859208684718121,7.11316396125639,8.36986662061479e-21,7.79913398333508e-20
"YKL042W",-1.57355895592125,5.30741189279347,8.72570997904277e-21,8.11792860786101e-20
"YHR080C",-0.888851351248532,6.87428577231394,9.17956153243099e-21,8.5267606887589e-20
"YML016C",-0.818413953831919,7.01319066682064,9.63452356496116e-21,8.93534105546633e-20
"YKL161C",-1.3567220584489,5.54669861430877,1.05721834967809e-20,9.78961028958568e-20
"YPL003W",-0.896621483901265,6.55960066167534,1.07104314411931e-20,9.90212856836557e-20
"YHR063C",-0.839063925009485,6.85791994261616,1.16050268979444e-20,1.07124717870728e-19
"YHR161C",-0.587639265595968,7.83053347247266,1.19158845515589e-20,1.09822879893417e-19
"YDR171W",0.427158147274878,8.7642116815548,1.32425484992827e-20,1.21860279113928e-19
"YJL168C",-1.04290100495826,6.40904274112224,1.38617658895556e-20,1.27360355230591e-19
"YKR008W",-1.03196149114079,6.18293894868111,1.46036777845507e-20,1.33968932482459e-19
"YKL175W",-0.696996952840907,7.38449544307314,1.59846665872229e-20,1.46410638075229e-19
"YKR046C",-0.618455564151211,7.6107199718409,1.75237841154371e-20,1.60260016400373e-19
"YBR111W-A",-1.73806975771337,4.98664769599614,1.80444257154496e-20,1.647667699974e-19
"YDR034C-A",0.512669270553606,8.00166526339193,1.87671609388072e-20,1.7110214372099e-19
"YDL117W",-1.02084452213651,6.30237188943018,1.8844436025652e-20,1.71542350713512e-19
"YPR013C",-1.06614075168692,6.39159846576355,1.89198401374497e-20,1.71964199836083e-19
"YDR479C",-0.778279718161405,7.12829037283736,1.92006253674517e-20,1.74248620090816e-19
"YKL101W",-0.689982137417405,7.33367383271664,1.93040873635082e-20,1.74919272480671e-19
"YKL080W",-0.517679470287807,8.08657155824048,2.2242544361863e-20,2.01237209463522e-19
"YML091C",-0.778369751650889,7.05006092122922,2.28497031124156e-20,2.06414798955974e-19
"YFR041C",-1.13479875621899,6.21073096324529,2.45100373740851e-20,2.21076053570826e-19
"YOR142W-A",-4.78002865807385,3.79842036745925,2.51585804099729e-20,2.2623604906658e-19
"YPR158W-A",-4.78002865807385,3.79842036745925,2.51585804099729e-20,2.2623604906658e-19
"YLR304C",0.365706714687453,8.82534921860645,3.0864225259196e-20,2.7712233817703e-19
"YML101C",-1.25266501100854,5.91354513022941,3.17947496492628e-20,2.85044747991952e-19
"YER065C",-0.850770809372636,6.85962044616847,3.71690520636133e-20,3.32722059092889e-19
"YPL084W",-0.757784422625807,6.94459856843115,3.72959246692451e-20,3.33353453576924e-19
"YDR210W-A",-4.31299773178363,3.80451726886205,3.76343214639693e-20,3.35870709053252e-19
"YLR089C",0.513764246256484,7.85810003068924,3.98421038729514e-20,3.55038747916044e-19
"YHR205W",-0.75967506478071,7.03621805075515,4.36257151127402e-20,3.88170460634712e-19
"YLR149C",-0.843225447890222,6.85018639371877,4.44897683746624e-20,3.95264203412729e-19
"YHR004C",-0.835366366807146,6.68219172943475,5.02397474758464e-20,4.45680038702523e-19
"YBL084C",-1.29476964212361,6.06164055359822,5.32318939797533e-20,4.71516641733833e-19
"YOR070C",-1.03039146604276,6.2841842477354,5.4988679321324e-20,4.86349799019841e-19
"YGL002W",-1.08483660144933,6.03322930424522,5.61613931799569e-20,4.95937652282255e-19
"YPR171W",-1.28806558507215,5.96856478971858,5.6240352320668e-20,4.95937652282255e-19
"YER024W",-1.15508616686337,6.12519667061386,6.16245462671937e-20,5.42607798010394e-19
"YDR025W",0.215978041100583,10.364143440102,6.24692945403002e-20,5.49228552444214e-19
"YJL082W",0.609023967730283,7.4370514796969,6.64005030956347e-20,5.829254848915e-19
"YLR227W-B",2.03273015905025,8.06914615762568,6.87161124643377e-20,6.02360351779979e-19
"YDR200C",-0.966181031840436,6.28181014922867,7.00728321847307e-20,6.13344597687946e-19
"YPR026W",-0.959998014637331,6.6126831203733,7.12652917647679e-20,6.22860755350269e-19
"YDL037C",2.82530330821798,3.68048424149534,7.27299474368878e-20,6.34724334784757e-19
"YPR105C",-0.886014377652994,6.52614559679199,7.32571068741825e-20,6.3838335990359e-19
"YDR046C",0.48824671019011,8.05642916004945,7.3574263000113e-20,6.40204285546572e-19
"YOR100C",-2.72321054008059,4.22105330767475,8.04616817168514e-20,6.99106858617635e-19
"YPR158C-D",2.08752917777084,6.98315071586959,8.78759269206177e-20,7.62407418752632e-19
"YOR141C",-0.926287174902904,6.5087627231552,9.28788772904981e-20,8.04632967683568e-19
"YOL108C",-1.44667776645519,5.41994867100529,1.13321229656118e-19,9.80294906250366e-19
"YGL219C",-0.791672515446732,6.80444068465491,1.20772621293567e-19,1.04322861342195e-18
"YPR143W",-1.1292993487777,5.88638234944762,1.2547667384288e-19,1.08228203954566e-18
"YBR057C",-1.00595538069648,6.56168302454519,1.27590483364242e-19,1.0989125037354e-18
"YER052C",0.546123367814732,7.62439545226359,1.30806700928616e-19,1.12497565318986e-18
"YKL142W",-0.655501871523557,7.45167827567073,1.33861994143389e-19,1.14958116015447e-18
"YGR046W",-1.14363652964266,5.90594840095838,1.47330457850887e-19,1.26341205667203e-18
"YOR328W",-1.10400153798851,6.01537826362072,1.6060679140501e-19,1.37526828472278e-18
"YPR133C",-0.667963080733453,7.23408049623469,1.70201361738432e-19,1.45532002515362e-18
"YIL042C",-0.898094967213476,6.83812049679371,1.73370097213078e-19,1.47824904989667e-18
"YEL001C",-0.583790762422608,7.62181794286087,1.73382599396365e-19,1.47824904989667e-18
"YOR208W",-0.884323454895043,6.94903904079005,1.96919763654561e-19,1.67650970006336e-18
"YDL174C",-0.504356988951476,7.98557821537579,1.97570728275862e-19,1.67963505633373e-18
"YLR287C-A",-0.357370797833717,8.95036729451057,2.02395537498552e-19,1.71818421144753e-18
"YAL031C",-1.04615766744186,6.46426425978558,2.09872446959619e-19,1.77910496942703e-18
"YDR379W",-0.764132133614094,6.94495551418327,2.18406204522188e-19,1.84879758534734e-18
"YGL168W",-1.08072087174193,6.30895768941084,2.28560505151525e-19,1.93198929854511e-18
"YKL190W",-0.672104740082768,7.20823072845329,2.31660864662313e-19,1.95540276206406e-18
"YCR096C",-1.92445076655691,5.08555706597571,2.38522666363026e-19,2.01045387018522e-18
"YGL021W",-1.32060423979112,5.9497409339603,2.58517430801583e-19,2.17588568713082e-18
"YJR123W",0.138662026959035,11.6195863155845,2.66139370284614e-19,2.23685604257679e-18
"YOL057W",-0.772042191163472,6.86510450637349,2.68294081925437e-19,2.2517674932664e-18
"YBR171W",-1.03715814065809,6.34063027642617,2.75240885704808e-19,2.30679932112656e-18
"YNR001C",-0.389519009224419,8.84470485405272,2.86006217383937e-19,2.3936333638766e-18
"YNL259C",-1.80216618242256,5.01190343027938,2.92794006977342e-19,2.44698042271883e-18
"YMR255W",-1.06893580371546,6.13745366203182,3.02650764786262e-19,2.52578924575502e-18
"YGL009C",-0.433483805960993,8.68759344841832,3.20942582820658e-19,2.67467220077441e-18
"YML053C",-1.12972440708208,6.00975319046296,3.38166580752526e-19,2.81138418122923e-18
"YPL222W",-0.979194952009657,6.21920655476909,3.38297369787935e-19,2.81138418122923e-18
"YDL119C",-1.30894118110165,5.57440360163875,3.52204424417975e-19,2.92285214485436e-18
"YJL055W",-0.528299775903866,7.89677181198218,3.73470703822337e-19,3.09499461416914e-18
"YGL011C",-0.457147585282927,8.32696157757901,3.99703837695008e-19,3.3077588918061e-18
"YBR043C",-0.888007258725245,6.62770599186257,4.16580838665913e-19,3.44261008713157e-18
"YNL084C",-0.772451729576529,7.03897944596447,4.19115453784564e-19,3.45872543939088e-18
"YBR077C",-1.36218853649591,5.97059728268783,4.29824361918707e-19,3.54215981820751e-18
"YPR057W",-1.28788555069613,5.94525703320986,4.39828498993997e-19,3.61956220938453e-18
"YIL130W",-1.37319963803202,5.51958670358791,4.83064938259189e-19,3.96985449955503e-18
"YHR018C",0.451025731199299,8.40969636668288,5.02896618919691e-19,4.12710026927574e-18
"YHR039C-A",-0.571482312212902,8.0881348348545,5.25311154076868e-19,4.30507769899284e-18
"YDL009C",-1.6373129755377,5.04431373994718,5.50292830137856e-19,4.50357216587233e-18
"YML069W",-0.593901154382401,7.9740421281124,5.53030908889021e-19,4.51972912692864e-18
"YOL036W",-0.740751443677675,7.00946435028277,5.55212553543006e-19,4.53130024732961e-18
"YKL108W",-1.53892007781647,5.31585770767967,5.92163046656753e-19,4.82621039541048e-18
"YDL240W",-1.23579580868262,5.615313343434,5.93472093880658e-19,4.83022610659127e-18
"YJL196C",-0.469831729480648,8.2073579443365,5.98350417922153e-19,4.86324096544695e-18
"YDL241W",1.68369066599972,4.41044150589799,6.28220694765689e-19,5.0990148846757e-18
"YNL155W",-0.842573475882605,6.85690261464864,6.36672864230545e-19,5.16053881870156e-18
"YMR302C",-0.743412806746676,7.03818545315306,6.39024292112737e-19,5.17251263533661e-18
"YER080W",-0.793643965501328,7.23159992701079,6.55967586127516e-19,5.30240465453075e-18
"YGR048W",-0.80088245914821,6.71051604855935,7.40642755134102e-19,5.9786946550184e-18
"YJL178C",-0.715983495962862,6.99197875097818,8.67138405561616e-19,6.9902696808012e-18
"YFR016C",-0.696566927258329,7.27618518839028,9.12025443098142e-19,7.34211502967579e-18
"YEL058W",-0.431504182014192,8.47087267350482,9.48157480821403e-19,7.6226193125275e-18
"YPL271W",-0.840663760809386,6.59735074939074,1.12756646987697e-18,9.05266051867303e-18
"YDR518W",-0.884120198812756,6.6535426947942,1.14920030382073e-18,9.21384579635131e-18
"YKR002W",-0.79461378522518,6.69671019528734,1.32027903033697e-18,1.05711651184084e-17
"YPL127C",-0.719062995415998,7.3630313903801,1.32593446157814e-18,1.06021002826458e-17
"YJR052W",-1.01163663837923,6.08758840241514,1.35728783636916e-18,1.08381540186185e-17
"YKR067W",-0.594896072670365,7.47699410741806,1.36200368320093e-18,1.0861153360512e-17
"YBR269C",-0.97688661599016,6.23768426444611,1.46979962830379e-18,1.1699415518404e-17
"YML045W-A",-2.12708140233033,6.61338206804458,1.47107742871262e-18,1.1699415518404e-17
"YOR257W",-1.29169269605728,5.62214972516391,1.55262932076302e-18,1.23314197194024e-17
"YGR266W",-0.89890343571721,6.72451822673782,1.61325632940186e-18,1.27957609933925e-17
"YER138W-A",-1.34042046131113,5.74350237676276,1.61909274569246e-18,1.28248618156121e-17
"YLR310C",-0.648976335092686,7.22309465371568,1.69621539445803e-18,1.34177894238077e-17
"YDL099W",-0.785041117529107,6.96350374840662,1.72692924690567e-18,1.36425104859023e-17
"YMR135C",-0.540280622488027,7.98605706351318,1.77441814662964e-18,1.39989762314768e-17
"YMR194W",-0.576036219920613,7.80809852793959,1.79993189607735e-18,1.4181354233142e-17
"YER043C",0.250675185184819,9.84048260889237,1.89775605239248e-18,1.49322108537318e-17
"YCR024C",-1.32425338796209,5.41241339836296,1.91129597450784e-18,1.50187759377993e-17
"YDL040C",-0.632807846264617,7.29164462417717,2.2111768846955e-18,1.73521666137179e-17
"YOL142W",-1.06033682209545,5.95720924710997,2.38288546326552e-18,1.86748785246915e-17
"YLR298C",-1.21518278784033,5.64562763121253,2.64424236266847e-18,2.06957434654885e-17
"YHR050W",-0.535894288078588,7.71706007030632,3.04137258333176e-18,2.37725251989089e-17
"YBR052C",-0.510843423059638,8.04412812521362,3.20935564615251e-18,2.50524503407446e-17
"YPR138C",-0.722892922545511,7.25645303558573,3.43503916984303e-18,2.6778823146194e-17
"YPL078C",-0.712914952284783,7.62090443383478,3.44165592196331e-18,2.6795102750338e-17
"YLR436C",-0.707510206688361,7.15083041340205,3.44915564082166e-18,2.68182048971639e-17
"YGR110W",-2.28442982874723,4.40795443847955,3.62663721472819e-18,2.81611711280141e-17
"YKL193C",-1.0423092311123,6.06482355696376,3.65257298455525e-18,2.83253923323898e-17
"YKR038C",-0.792147268465109,6.65977413351916,3.91971764434538e-18,3.03572896617691e-17
"YJL140W",-0.670641373152241,7.18417299300789,3.97632302071829e-18,3.07554291680917e-17
"YOR195W",-1.40626861705494,5.37332913586784,4.10062291812014e-18,3.16754383897087e-17
"YLR006C",-0.749744055701694,6.94166817697372,4.15859889352997e-18,3.20813945932423e-17
"YGR197C",-1.20474671792809,5.6824479815437,4.25666952695799e-18,3.27951999882948e-17
"YGR033C",-1.08629938094189,6.25404580208152,4.29438365050519e-18,3.30427413004411e-17
"YDR456W",-0.808979087157781,7.08369633525031,4.374658851774e-18,3.36166966570737e-17
"YDR349C",-0.594540602026966,7.46515238023148,4.49232336285359e-18,3.44761054967636e-17
"YOR306C",0.814695657174393,6.49923296079097,4.95147862419721e-18,3.7950646398154e-17
"YLR324W",-0.700822479227421,6.980654018279,5.06430221934274e-18,3.87383292007944e-17
"YKR011C",-0.994725707770666,6.25093418926971,5.06734270769222e-18,3.87383292007944e-17
"YDR365W-A",-3.03962787321168,4.7636120826567,5.11598648844311e-18,3.89091157482235e-17
"YER137C-A",-3.03962787321168,4.7636120826567,5.11598648844311e-18,3.89091157482235e-17
"YLR157C-A",-3.03962787321168,4.7636120826567,5.11598648844311e-18,3.89091157482235e-17
"YPL257W-A",-3.03962787321168,4.7636120826567,5.11598648844311e-18,3.89091157482235e-17
"YDR359C",-0.897356380724756,6.39911675364929,5.16103622417081e-18,3.9201349600024e-17
"YOR202W",0.714239107668885,7.2358003098493,5.34384902957267e-18,4.05378906512583e-17
"YLL029W",-0.52480566027685,7.77124234505903,5.56079879370032e-18,4.21296369556015e-17
"YLR092W",-1.03163360487771,6.25844464860543,5.70865602466246e-18,4.31945239103936e-17
"YGR233C",0.915184159076995,6.12340369068684,5.80650439324393e-18,4.3878782241155e-17
"YOR154W",-1.58563537264154,5.10977822056375,5.89422102967138e-18,4.44848288680683e-17
"YNL234W",-1.45304791226724,5.80507888952519,6.05785005400676e-18,4.56615270949784e-17
"YBR248C",0.656954671459024,7.12777400817395,6.1295289753608e-18,4.61430317394528e-17
"YOR244W",-1.37472304530047,5.58396392335326,6.2750387027436e-18,4.71784040713264e-17
"YOR117W",-0.448604156256865,8.27880906765165,6.39848373247012e-18,4.80454673160225e-17
"YNL067W",0.383027652669121,8.54226443472859,7.02030481565866e-18,5.26478372550726e-17
"YNL233W",-1.0242842129418,5.99605420912766,7.34359797827052e-18,5.50026192878819e-17
"YEL066W",-1.16058821148172,5.70296075690265,7.68475456598512e-18,5.74850730302579e-17
"YGR023W",-0.793895097968609,6.82597187056418,7.76254252323388e-18,5.79936415529985e-17
"YER037W",1.28382774326488,5.24022867045966,7.9666244036334e-18,5.94432743963415e-17
"YPR033C",-0.422735164430268,8.32328051800251,8.12613344717341e-18,6.05570927039358e-17
"YLR337C",0.467000924510738,8.07505530945595,9.02597697662597e-18,6.71782462524476e-17
"YML115C",-0.673406892187442,7.31737684313438,1.07846539323259e-17,8.016683080097e-17
"YLR441C",-0.240582774021183,10.2638527090026,1.13170845674995e-17,8.40190582006206e-17
"YDR092W",-0.898782432926942,6.91389620744083,1.17888256853128e-17,8.74116310526263e-17
"YMR061W",-0.932216932917936,6.22382399642141,1.22720247627257e-17,9.08805638561305e-17
"YPL074W",-1.10569095420167,5.97527214117368,1.23113875737388e-17,9.10581003422655e-17
"YPR155C",-1.26682945923342,5.80526236327755,1.24472290319152e-17,9.1947882873711e-17
"YMR265C",-0.953227916792318,6.50158633700119,1.2753844708795e-17,9.40953854637653e-17
"YCL045C",-0.472538565126332,8.03808384801768,1.37775110734877e-17,1.01521211733284e-16
"YGR067C",-1.70876441853948,4.93823846917978,1.40775919869575e-17,1.03603372869189e-16
"YKL135C",-0.682796284296315,7.03528264432799,1.47921014196703e-17,1.08726539254893e-16
"YJL174W",-0.446186133782672,8.25545299058348,1.57935424797502e-17,1.15943412968588e-16
"YFR013W",-0.776049160388063,6.67963330173326,1.60229388833482e-17,1.17481696868366e-16
"YDR150W",-0.566148493510676,7.56772979123472,1.66295273422141e-17,1.21778358024605e-16
"YDL088C",-0.841552821284561,6.4678438424934,1.77158953688775e-17,1.29573489366685e-16
"YGL073W",-0.609953839079291,7.43837771170453,1.78127659275333e-17,1.30121155547179e-16
"YDL215C",-0.616785785473942,7.3097026242602,1.80188785987917e-17,1.31363759506196e-16
"YDR363W-A",-0.857016241981192,6.52488830952314,1.80272727258799e-17,1.31363759506196e-16
"YPR023C",-0.583021717773598,7.42470088811963,1.87010150496044e-17,1.36105665496322e-16
"YPL004C",-0.268160927002362,10.134067829916,2.05717276192267e-17,1.49536747325509e-16
"YDL002C",-1.24190184673517,5.58436331088538,2.24032815904349e-17,1.62650573215464e-16
"YLR191W",-1.22521484170123,5.50970034706715,2.262693102094e-17,1.64071689915975e-16
"YJL123C",-0.510794978087397,7.9199934346126,2.26544821127855e-17,1.64071689915975e-16
"YDR281C",3.79066462823534,3.01954685324902,2.37278968706903e-17,1.71635654992511e-16
"YGR087C",-2.97935741711809,4.09731137046766,2.41661741204202e-17,1.74592493614806e-16
"YGL027C",-0.606330139596149,7.78844521856965,2.43428473146472e-17,1.75654423854594e-16
"YJR088C",-0.968440371620881,6.09934517850111,2.46637752805231e-17,1.77753420627108e-16
"YDR298C",-0.709213742091605,7.09151587662585,2.5079882440409e-17,1.805324384427e-16
"YKR017C",-1.08961470102688,5.78111192262461,2.65619534355414e-17,1.90968503618588e-16
"YNL307C",-0.619405002545208,7.24898824258974,2.84475474091144e-17,2.04276866528799e-16
"YNL271C",-0.583002006688967,7.53172624443081,2.87634146500858e-17,2.06294696344918e-16
"YKL201C",-0.955666399232826,6.2732083565283,2.8947314049321e-17,2.07362296888417e-16
"YDL115C",-0.973105144305699,6.0808584014534,3.28306371443909e-17,2.34895864550618e-16
"YDR158W",-0.347265122564704,9.23907866051362,3.31288572745324e-17,2.36743295281894e-16
"YPL147W",-1.26457156492389,5.58929273585053,3.45893324695996e-17,2.46881882053825e-16
"YKL007W",-0.60737935539197,7.3738612776269,3.55239501946337e-17,2.53247244941744e-16
"YLR326W",-1.61058828731373,5.00126860878452,4.28336365026836e-17,3.04989924412008e-16
"YBL044W",-3.55855774687802,3.63721057382706,4.54674188030652e-17,3.23076326294931e-16
"YKL209C",-0.795014514346082,6.9332960868134,4.54829440263102e-17,3.23076326294931e-16
"YOL120C",-0.187199434560291,10.8363209731098,4.65961879511131e-17,3.30391381278744e-16
"YHR110W",-0.978097652428141,6.71632227468945,4.6624438628993e-17,3.30391381278744e-16
"YBR202W",-0.825709395708083,6.79710804179433,5.10244019561053e-17,3.61138021978798e-16
"YNL087W",-0.624054204712104,7.53637825231317,5.12695193640671e-17,3.62439362099385e-16
"YLR261C",-1.58523233122288,5.06546102219826,5.2944089460305e-17,3.73830760544898e-16
"YPL070W",-0.811913015373782,6.83689335315421,6.00750899438096e-17,4.23676170676426e-16
"YDR458C",-1.00490308406333,6.0441806444429,6.2714916352052e-17,4.41766857208443e-16
"YGR106C",-0.463468351541777,7.9945452955001,7.26074173617029e-17,5.10841960201184e-16
"YHR132W-A",-0.901450796891016,6.4310905797604,7.51075767565977e-17,5.27804669440366e-16
"YDR006C",-0.715586487600825,6.8284443219747,8.59571034130341e-17,6.03331175438817e-16
"YMR143W",-0.249077694835315,9.72568896486808,8.86296241922431e-17,6.21352471973344e-16
"YBR055C",-1.26939052385662,5.80081195056841,9.10249346257005e-17,6.37389986012154e-16
"YBR039W",-0.521073856446851,7.66113057262189,9.31948633977679e-17,6.51813246719377e-16
"YOL121C",0.314437125458754,9.63678419708272,9.41090518852295e-17,6.57430059037666e-16
"YDR178W",-0.659783175582765,7.19620002578463,9.4872422634781e-17,6.61981279162735e-16
"YPL153C",-1.42958741802643,5.26309388743106,9.53207464936397e-17,6.64326097765449e-16
"YPL184C",-0.618436848261127,7.37678025376404,9.9304396208907e-17,6.91275426315415e-16
"YMR070W",-0.733617822332341,7.06192423823015,9.97680382545087e-17,6.93686818274886e-16
"YBL078C",-1.09387799334751,5.82225365003351,1.00148685884295e-16,6.95516167109593e-16
"YDL081C",-0.334008164058335,9.64373858415822,1.01089602394404e-16,7.01227640524842e-16
"YLR430W",-0.616198997585543,7.34797867161904,1.03817426921137e-16,7.19306457953592e-16
"YBR237W",-1.00079838595659,5.97051987715014,1.03975361848515e-16,7.19558147435867e-16
"YMR181C",-0.837984694115809,6.43838708726335,1.05828322664323e-16,7.31525917295324e-16
"YGR218W",-0.640129150223713,7.56475802445946,1.07279841586308e-16,7.40694075456458e-16
"YJL036W",-0.792476745511331,6.55303807528404,1.08346569244159e-16,7.47187238015957e-16
"YOL130W",0.622575424034888,7.10474349843396,1.12170675058194e-16,7.72658771035312e-16
"YML012W",-0.364637141595659,8.64786610979905,1.12603171251785e-16,7.74736004996294e-16
"YGR072W",-1.15589221280396,5.79143891312505,1.18523167888867e-16,8.1451984250688e-16
"YOR270C",-0.330975539341561,9.05528215327744,1.205560979267e-16,8.27529502821676e-16
"YMR311C",-0.486028907386441,7.96647481924211,1.24491640005528e-16,8.5355392110395e-16
"YNL125C",-0.830764865080194,6.76735170871773,1.25892532486386e-16,8.62159855002254e-16
"YJR121W",-0.285687365669035,9.40249454532912,1.35197723683067e-16,9.24814949170759e-16
"YPL240C",0.627847567712327,7.20181023094569,1.37739690637531e-16,9.41115184182759e-16
"YDL121C",-0.975134025925597,6.08264060145132,1.40736589177766e-16,9.6048258150501e-16
"YER029C",-1.13956812585003,6.13087620009284,1.41124701096254e-16,9.62021723947622e-16
"YFL008W",-1.06768302782751,6.18262275919712,1.44682344563688e-16,9.85138587782901e-16
"YNR015W",-0.934248827893234,6.21924371844814,1.46535582729185e-16,9.96610394262744e-16
"YLR295C",-0.852661085199684,6.32625705794807,1.54685144725058e-16,1.05082893379812e-15
"YBL052C",-1.07940138227672,6.18062613325139,1.56650727600013e-16,1.0629614165244e-15
"YPR027C",-1.080816401484,5.7253791979227,1.59745312915152e-16,1.08271823198047e-15
"YNL298W",-0.885126891035522,6.25970514851093,1.60467238017733e-16,1.08636687339923e-15
"YKL189W",-1.29970145681455,5.50450523999833,1.6085396077735e-16,1.08774044105095e-15
